,text,label,humour,text_conv
98,sudhaanshu meree paasaport printing nahin bana raha maneesha sudhaanshu yoojars soochiyon sels,1,1,मेरे पासपोर्ट मुद्रण sudhaansu नहीं उसकी suddhansum उपयोगकर्ताओं suciyona बिक्री मनीषा बने रहे
99,o bhaeesaab prodyoosar baad mein,1,1,ो भाईसाब प्रोड्यूसर बाद में
100,mainne sodiyam son ya teem anna ab kam kar usaka uddhaar kiya to,0,0,मैंने सोडियम सों या टीम अन्ना अब काम कर उसका उद्धार किया तो
101,usake injeeniyar pati kaam nahin tha sab jaj ke baare mein baat kee pushti rang said ya,1,1,उसके इंजीनियर पति काम नहीं था सब जज के बारे में बात की पुष्टि रंग साइड या
102,mom ka bhoochaal bataaya ki unakee laiph mein bhee aane vaala hai bagair shart gareeb va deevaaron par ankit dvaara rangaarang vo to aa chuka hai sudhaanshu khaan,1,1,माँ का bhoochaal bataaya ki unakee laiph mein Bhee आने Vaala hai Bagair shart गरीब va deevaaron सममूल्य अंकित dvaara rangaarang VO आ Chuka के लिए hai sudhaanshu Khaan
103,mere saathee sirph lagata hai yadi nahin hai projekt taiyaar ho jaate to mai tum bilkul  liyaanaardo da vinchee phroots roobik cheekoo cheekoo khaane ke laayak nahin hota,1,1,माई tum bilkul liyaanaardo दा vinchee phroots roobik cheekoo cheekoo khaane ke laayak तो नहीं होता करने के लिए मात्र saathee sirph Lagata hai yadi तो नहीं hai प्रॉजेक्ट taiyaar हो Jaate
104,nahin chikuron shesh kee kavita sunane ke baad use maarane ke laayak hota hai dillee se kuchh garmaagarm khaana kaise ja sakatee hai,1,1,नहीं चिकुरों शेष की कविता सुनाने के बाद उसे मारने के लायक़ होता है दिल्ली से कुछ गर्मागर्म खाना कैसे जा सकती है
105,indravadanah udatee makkhiyaan udate jahaaj mein baith makkhee ke jude madhumakkhee kaaran aap thode se mothooraam eksakyooj mee jee naashta ya indiyan desee  kya kiya tumane indrabhaan  aur,0,1,indravadanah udatee makkhiyaan udate jahaaj mein baith makkhee ke jude madhumakkhee kaaran aap thode se mothooraam eksakyooj mee jee naashta ya indiyan desee  kya kiya tumane indrabhaan  aur
106,tumhaara ghaayal isarailee kost aur ratnaagiree praivet aayalaind kudarat ke alaava hamen koee maastaranee thodee see garmee ho ki tumhen par,0,1,आपका घायल isaraili रत्नागिरी निजी द्वीप प्रकृति तट और एक मास्टर पार hamena के अलावा आप एक छोटे से गर्मी मिल
107,too kya biyar baar ke baunsar kee tarah mujhe baahar nikaal len bilakul,1,1,तू क्या बीयर बार के बाउंसर की तरह मुझे बाहर निकाल लें बिलकुल
108,us nange hee baatharoom se baahar nikaal diya hai,0,1,"नाश्ते के लिए के रूप में, मैं nikal बहार से हाय-ही batharum"
109,sudhaanshu ko distarb kar rahe the mameezee ke chheenkane par apanee teeshart utaar ke de dega kya vah raadha baee ujjain pahunchege kapada khatm ho gaya tha to dhadaam se neeche utaar deteen,0,1,sudhaanshu ko distarb kar rahe the mameezee ke chheenkane par apanee teeshart utaar ke de dega kya vah raadha baee ujjain pahunchege kapada khatm ho gaya tha to dhadaam se neeche utaar deteen
110,usakee penting pooree hote hee chala jaega monitar pheeding pooree hone ko aae to tumhen to khush hona chaahie,0,1,उसकी पेंटिंग पूरी होते ही चला जाएगा मॉनीटर फीडिंग पूरी होने को आए तो तुम्हें तो खुश होना चाहिए
111,itane udaas kyoon ab jaana padega na maan lekin ham log milate to rahenge na aaidiya nahin hai risarch ke apane haidraint par jaakar main aashu malik mujhe pyaar ho jaega,0,1,itane udaas kyoon ab jaana padega na maan lekin ham log milate to rahenge na aaidiya nahin hai risarch ke apane haidraint par jaakar main aashu malik mujhe pyaar ho jaega
112,pending projekt chhote aayaam lee lekin ab to printing ke silviyo  koee kya are kya traiphik pulis ko shankh mein band kar diya,0,1,पेंडिंग प्रोजेक्ट छोटे आयाम ली लेकिन अब तो प्रिंटिंग के सिल्वियो  कोइ क्या अरे क्या ट्रैफिक पुलिस को शंख में बंद कर दिया
113,aur samaajajanon ke shak mein kaid ho chukee hai aur baahar nikalana chaahatee hai vo is philm kee is  pulis ne opareshan se nikalakar ne,1,1,और समाजजनों के शक में कैद हो चुकी है और बाहर निकलना चाहती है वो इस फ़िल्म की इस  पुलिस ने ऑपरेशन से निकलकर ने
114,saarik ne dimaag kharaab ho gaya hai maaya tumhaara sudhaanshu ko rangaarang 30 kee is anaaj atirikt,0,0,सारिक के मस्तिष्क खराब हो गया है मेरे तुम्हारे suddhansum अनाज और 30 अतिरिक्त की विविधता
115,sudhaanshu mujhase pyaar karata hoon tumhaare pyaar mein aur maneesha ke ghar ke para2n mein mujhe koee khaas fark nazar nahin aata,0,1,सुधांशु मुझसे प्यार करता हूँ तुम्हारे प्यार में और मनीषा के घर के पर2न में मुझे कोई ख़ास फर्क नज़र नहीं आता
116,daidee jee ka pyaar laal hai naee pheed ho chuka hai jara yaad karake bandhya,0,0,डैडी जी का प्यार लाल है नई फीड हो चूका है जरा याद करके बंध्या
117,indravadan pichhale 5 saal mein tumane mujhe aaee lav yoo kab kahee har baat bayaan karake bolana zarooree nahin hotee pichhale 5 saal mein likha hai aapane mujhase aaee hai ki,0,1,indravadan pichhale 5 saal mein tumane mujhe aaee lav yoo kab kahee har baat bayaan karake bolana zarooree nahin hotee pichhale 5 saal mein likha hai aapane mujhase aaee hai ki
118,pichhale saal mainne sabake saamane kaha tha ki aapako kokaroch se dar lagata hai main koee leedar ka palaav,0,1,पिछले साल मैंने सबके सामने कहा था कि आपको कोकरोच से दर लगता है मैं कोइ लीडर का पलाव
119,maneesha bhaabhee kahakar jay badaavaala aise kartta va jubair ka proses daar ko kokaroch se dar lagata hai yaani ye saabit karane ka vaqt nahin hai,1,1,उन्होंने कहा कि उन्होंने ऐसी प्रक्रिया badavala हैं jhubaira kartata वा डार kokaroca कि सोचने के लिए शुरू करने के डर से साबित नहीं किया गया है
120,daksh ne sudhaanshu se pyaar dait ij not kveshchan sudhaanshu se pyaar karata hai andaaje se importent somee alee sho mein,0,1,दक्ष ने सुधांशु से प्यार दैट इज नॉट क्वेश्चन सुधांशु से प्यार करता है अंदाजे से इम्पोर्टेन्ट सोमी अली शो में
121,vah mohamaaya karake hakalaane laga hai draivar vakaar bhaee bhee mamata karake laata hai to draivar ko bhee vahaan se pyaar ho ya,1,1,वाह भाई हकला द्वारा बैठकों वकार ममता draivara द्वारा draivara महसूस भी लाता है प्यार या तो होना करने के लिए
122,1dam majaak har baat mein 20 saal mein is aadamee ne hamaaree zindagee ko sirph ek jok bana diya hai,0,1,1दम मजाक हर बात में 20 साल में इस आदमी ने हमारी ज़िंदगी को सिर्फ एक जोक बना दिया है
123,sitee mein indravarddhan kee kamyunist subah uthate hee shuroo indravadan doodh pee lo indravadan vo mat khao eksarasaij karo,0,1,"शहर Mein indravarddhana कम्युनिस्ट सुबह जगा शुरू करने के लिए Indravadan व्यायाम खाने, पीने दूध वह indravadana"
124,maan nisha ke saath antaaksharee mat khelo pleej mainne shaap aam kee guthalee kha kar apanee skart mein haath mat ponchho saahil khaan jubair abhee seeting room mein mat sukhao,1,1,मान निशा ke saath antaaksharee चटाई Khelo pleej mainne shaap आम Kee guthalee खा कर apanee skart mein हाथ चटाई ponchho साहिल Khaan जुबैर abhee seeting कक्ष mein चटाई sukhao
125,daad indravadan pleej raang nambar daayal karake fon par ghanton baad mat karo jisake lie ab main apanee zindagee jeena,0,0,indravadana palijha गलत नंबर पर दाल ghantona वोट कॉल करने वाले को डायल किया अपने जिंदगी जैन ली मैन अब प्रज्वलित करने के बाद
126,un maee us kameene sudhaanshu ke saath tumhaaree jagah vo shankh mein ab ye traiphik khabarenthag gaee zindagee ka traiphik hai ki tere paas kaee maama,0,1,"माई कामिनी suddhansum कि अपनी जगह में शंख के साथ उन लोगों, वह अब था मुख्य यातायात khabarenthaga यातायात जीवन आप कई चाचा है"
127,ise baad mein savita yaadav chunaav proses jab ghar chhoda tab sunaana dar agar aapako aapaka ye do,0,1,इसे बाद में सविता यादव चुनाव प्रोसेस जब घर छोड़ा तब सुनाना दर अगर आपको आपका ये दो
128,instraktar vichaar saakh ko naashta 2,0,0,इंस्ट्रक्टर विचार साख को नाश्ता 2
129,main doodh haragij nahin doonga main ritaayar saahab ka naashta 2 main doodh haragij nahin doonga maaya mujhe daayariya hai subah se 6 baar ja chuka hai,0,1,मैं दूध हरगिज नहीं दूंगा मैं रिटायर साहब का नाश्ता 2 मैं दूध हरगिज नहीं दूंगा माया मुझे डायरिया है सुबह से 6 बार जा चुका है
130,mein vejitebal bargar vitanes poteto ye greeld chikan saindavich kaun khaega,0,0,में वेजिटेबल बर्गर विटनेस पोटेटो ये ग्रिल्ड चिकन सैंडविच कौन खाएगा
